Rank,RankPowerlaw,Artist,Title,Year,SpotifyPlayCount,WikiWordCount,Followers,Popularity,Prediction,Error,Grammy,GenreRaw,Genre,beat,country,easyListening,folkORfunk,instrumental,jazz,pop,popRock,r&b,rock,rockabilly,sunshinePop,traditionalPop
71,-0.677310225,Elvis Presley,(Marie's The Name) His Latest Flame,-1.221846051,15.6994719,2.191194129,1.657099945,1.693239916,15.02261109,0.676860807,0,"rock and roll, pop",pop,0,0,0,0,0,0,1,0,0,0,0,0,0
96,-1.003754117,Elvis Presley,Are You Lonesome Tonight?,-1.221846051,16.26422916,2.191194129,1.657099945,1.693239916,14.87441975,1.389809415,0,pop,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
20,0.693689933,Elvis Presley,Good Luck Charm,-0.874458448,15.47625926,2.191194129,1.657099945,1.693239916,15.56139518,-0.085135914,0,"pop rock, rock and roll",popRock,0,0,0,0,0,0,0,1,0,0,0,0,0
57,-0.439643839,Elvis Presley,Can't Help Falling In Love,-0.874458448,18.46969992,2.191194129,1.657099945,1.693239916,15.22624486,3.243455062,0,pop,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
69,-0.646390163,Elvis Presley,(You're the) Devil in Disguise,-0.527070846,16.62449443,2.191194129,1.657099945,1.693239916,16.24324021,0.38125422,0,"rhythm and blues, rock and roll",r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
95,-0.992422824,Elvis Presley,Bossa Nova Baby,-0.527070846,13.81887091,2.191194129,1.657099945,1.693239916,16.11028538,-2.291414479,0,"rock and roll, bossa nova",rock,0,0,0,0,0,0,0,0,0,1,0,0,0
9,1.557777899,Elvis Presley,Crying in the Chapel,0.16770436,15.22886059,2.191194129,1.657099945,1.693239916,15.99005677,-0.761196177,0,,easyListening,0,0,1,0,0,0,0,0,0,0,0,0,0
18,0.807703554,Elvis Presley,Suspicious Minds,1.557254771,18.14968877,2.191194129,1.657099945,1.693239916,17.47779691,0.671891861,0,"rock, country, soul, pop",r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
35,0.088113718,Elvis Presley,In The Ghetto,1.557254771,17.58855224,2.191194129,1.657099945,1.693239916,17.1511344,0.437417839,1,"country, pop, soul",r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
8,1.685234283,Jimmy Jones,Handy Man,-1.569233654,13.24297086,-1.378339139,-1.034616132,-0.147945751,14.7000988,-1.457127939,1,rock and roll,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
31,0.219441766,Jimmy Jones,Good Timin',-1.569233654,13.33128954,-1.378339139,-1.034616132,-0.147945751,14.01056374,-0.6792742,0,r&b,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
10,1.443764278,Chubby Checker,The Twist,-1.569233654,16.56278166,-0.023749976,0.317261179,0.272896687,15.07928575,1.48349591,0,rock and roll,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
7,1.829732414,Chubby Checker,Pony Time,-1.221846051,12.88684102,-0.023749976,0.317261179,0.272896687,15.35024207,-2.463401048,0,,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
70,-0.661960627,Chubby Checker,The Fly,-1.221846051,11.29457043,-0.023749976,0.317261179,0.272896687,14.21912172,-2.924551288,0,,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
94,-0.980971622,Chubby Checker,Let's Twist Again,-1.221846051,16.40773044,-0.023749976,0.317261179,0.272896687,14.07430459,2.333425851,1,rock and roll,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
9,1.557777899,Chubby Checker,The Twist,-0.874458448,16.56376733,-0.023749976,0.317261179,0.272896687,15.3225301,1.241237233,0,rock and roll,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
17,0.869556304,Chubby Checker,Slow Twistin',-0.874458448,12.55703581,-0.023749976,0.317261179,0.272896687,14.98597844,-2.428942633,0,"rhythm and blues, rock and roll, soul",r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
11,1.340626413,Connie Francis,Everybody's Somebody's Fool,-1.569233654,14.65105924,0.81449512,0.356355216,0.325501992,14.03868811,0.612371124,0,pop,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
17,0.869556304,Connie Francis,My Heart Has A Mind Of Its Own,-1.569233654,12.80915561,0.81449512,0.356355216,0.325501992,13.82484276,-1.015687144,0,pop,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
68,-0.630592386,Connie Francis,Mama,-1.569233654,12.54121185,0.81449512,0.356355216,0.325501992,13.14384045,-0.602628595,0,pop,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
73,-0.707371284,Connie Francis,Among My Souvenirs,-1.569233654,14.36097816,0.81449512,0.356355216,0.325501992,13.10898616,1.251991996,0,pop,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
18,0.807703554,Connie Francis,Where The Boys Are,-1.221846051,14.48914357,0.81449512,0.356355216,0.325501992,12.52633512,1.96280845,0,traditional pop music,traditionalPop,0,0,0,0,0,0,0,0,0,0,0,0,1
80,-0.806458757,Connie Francis,Breakin' In A Brand New Broken Heart,-1.221846051,12.12335386,0.81449512,0.356355216,0.325501992,13.71445319,-1.591099331,0,country pop,country,0,1,0,0,0,0,0,0,0,0,0,0,0
31,0.219441766,Connie Francis,Don't Break The Heart That Loves You,-0.874458448,12.46653125,0.81449512,0.356355216,0.325501992,14.275911,-1.809379753,0,country,country,0,1,0,0,0,0,0,0,0,0,0,0,0
12,1.246468919,Bobby Rydell,Wild One,-1.569233654,12.26204174,-0.577121187,-0.278805992,-0.35836697,14.15428482,-1.892243078,0,rock and roll,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
54,-0.381136156,Bobby Rydell,Volare,-1.569233654,12.30636584,-0.577121187,-0.278805992,-0.35836697,11.01001551,1.296350334,0,,traditionalPop,0,0,0,0,0,0,0,0,0,0,0,0,1
74,-0.722094348,Bobby Rydell,Swingin' School,-1.569233654,11.19829691,-0.577121187,-0.278805992,-0.35836697,13.26064265,-2.062345739,0,rock and roll,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
96,-1.003754117,Bobby Rydell,Little Bitty Girl,-1.569233654,11.49681641,-0.577121187,-0.278805992,-0.35836697,12.09354675,-0.59673034,0,pop,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
87,-0.897229305,Bobby Rydell,Good Time Baby,-1.221846051,10.97428319,-0.577121187,-0.278805992,-0.35836697,13.27688255,-2.302599359,0,rock and roll,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
93,-0.969397945,Bobby Rydell,I'll Never Dance Again,-0.874458448,11.24776128,-0.577121187,-0.278805992,-0.35836697,12.30063007,-1.052868789,0,pop,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
13,1.15985242,Brothers Four,Greenfields,-1.569233654,13.68810891,-0.990026845,-0.463746482,-0.305761665,14.07552443,-0.387415522,0,,sunshinePop,0,0,0,0,0,0,0,0,0,0,0,1,0
14,1.079658069,Jack Scott,What In The World's Come Over You,-1.569233654,12.16824097,-1.20845462,-0.82116054,-0.884420017,12.26310754,-0.094866569,0,,rockabilly,0,0,0,0,0,0,0,0,0,0,1,0,0
35,0.088113718,Jack Scott,Burning Bridges,-1.569233654,11.72202689,-1.20845462,-0.82116054,-0.884420017,11.81298949,-0.090962607,0,,rockabilly,0,0,0,0,0,0,0,0,0,0,1,0,0
15,1.004998913,Marty Robbins,El Paso,-1.569233654,15.97465048,-0.014325532,0.440209598,0.535923211,14.75547288,1.219177601,1,"country, tex-mex",country,0,1,0,0,0,0,0,0,0,0,0,0,0
28,0.329583724,Marty Robbins,Don't Worry,-1.221846051,12.68165755,-0.014325532,0.440209598,0.535923211,14.54460729,-1.862949747,0,country,country,0,1,0,0,0,0,0,0,0,0,0,0,0
16,0.935159938,Hollywood Argyles,Alley Oop,-1.569233654,12.29228704,-1.1862404,-1.931264718,-1.726104893,12.19875558,0.093531457,0,,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
19,0.74919587,Brian Hyland,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,-1.569233654,15.05446752,-0.472575145,-0.389368831,-0.042735141,13.32845259,1.726014931,0,bubblegum pop,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
29,0.291610404,Brian Hyland,Sealed With A Kiss,-0.874458448,15.05827802,-0.472575145,-0.389368831,-0.042735141,13.31221579,1.746062236,0,pop,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
20,0.693689933,Roy Orbison,Only The Lonely,-1.569233654,16.5853977,1.415170101,0.985743316,1.061976259,15.76291137,0.822486323,0,"pop, rock 'n' roll",rock,0,0,0,0,0,0,0,0,0,1,0,0,0
4,2.435308628,Roy Orbison,Crying,-1.221846051,16.17689093,1.415170101,0.985743316,1.061976259,16.1647444,0.012146528,1,"country, rock",country,0,1,0,0,0,0,0,0,0,0,0,0,0
13,1.15985242,Roy Orbison,Running Scared,-1.221846051,14.6876266,1.415170101,0.985743316,1.061976259,14.60087641,0.086750188,0,bolero,easyListening,0,0,1,0,0,0,0,0,0,0,0,0,0
65,-0.581766275,Roy Orbison,Dream Baby (How Long Must I Dream),-0.874458448,14.44788704,1.415170101,0.985743316,1.061976259,14.3361622,0.111724848,0,,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
46,-0.207624799,Roy Orbison,Mean Woman Blues,-0.527070846,13.47300757,1.415170101,0.985743316,1.061976259,14.5146528,-1.041645227,0,rockabilly,rockabilly,0,0,0,0,0,0,0,0,0,0,1,0,0
59,-0.476962314,Roy Orbison,In Dreams,-0.527070846,16.24931635,1.415170101,0.985743316,1.061976259,15.5187168,0.730599549,0,rock,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
4,2.435308628,Roy Orbison,"Oh, Pretty Woman",-0.179683243,17.93019528,1.415170101,0.985743316,1.061976259,16.9365048,0.993690479,0,rock,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
73,-0.707371284,Roy Orbison,It's Over,-0.179683243,14.39394922,1.415170101,0.985743316,1.061976259,14.4706301,-0.076680874,0,,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
21,0.640892704,Dion and The Belmonts,Where Or When,-1.569233654,13.59112248,-0.158459444,0.199731852,0.430712602,14.91851137,-1.327388888,0,doo-wop,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
22,0.590552068,Connie Stevens,Sixteen Reasons,-1.569233654,12.51603222,-0.463041069,-1.03925432,-1.25265715,10.23641306,2.279619158,0,traditional pop,traditionalPop,0,0,0,0,0,0,0,0,0,0,0,0,1
23,0.542449547,Paul Anka,Puppy Love,-1.569233654,14.32651637,0.242036724,0.55695192,0.74634443,14.27026417,0.056252197,0,pop,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
66,-0.598287642,Paul Anka,It's Time To Cry,-1.569233654,11.59992851,0.242036724,0.55695192,0.74634443,13.75241906,-2.152490551,0,,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
77,-0.765098492,Paul Anka,My Home Town,-1.569233654,12.57647691,0.242036724,0.55695192,0.74634443,13.67669418,-1.100217274,0,,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
85,-0.872062391,Paul Anka,"Tonight My Love, Tonight",-1.221846051,12.73582404,0.242036724,0.55695192,0.74634443,13.72388078,-0.988056738,0,,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
76,-0.75095282,Paul Anka,Love Me Warm And Tender,-0.874458448,13.63150118,0.242036724,0.55695192,0.74634443,13.87460282,-0.243101642,0,,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
24,0.496394574,Frankie Avalon,Why,-1.569233654,12.84506982,0.056974953,-0.049298779,-0.147945751,13.03786329,-0.192793466,0,pop,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
25,0.452219928,The Ventures,"Walk, Don't Run",-1.569233654,15.23308942,0.297700512,0.236910528,0.009870164,14.25732703,0.975762386,0,"rock, surf rock",rock,0,0,0,0,0,0,0,0,0,1,0,0,0
90,-0.933915142,The Ventures,"Walk, Don't Run '64",-0.179683243,11.03925111,0.297700512,0.236910528,0.009870164,14.01105618,-2.971805073,0,"rock, surf rock",rock,0,0,0,0,0,0,0,0,0,1,0,0,0
58,-0.45846394,The Ventures,Hawaii Five-O,1.557254771,14.81571661,0.297700512,0.236910528,0.009870164,13.53332372,1.282392889,0,,instrumental,0,0,0,0,1,0,0,0,0,0,0,0,0
26,0.409778075,The Drifters,Save The Last Dance For Me,-1.569233654,16.25425869,0.712679638,0.607906164,0.74634443,15.20853352,1.045725174,0,"r&b, pop",r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
100,-1.047928762,The Drifters,Please Stay,-1.221846051,12.83398773,0.712679638,0.607906164,0.74634443,14.64254152,-1.808553789,0,,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
75,-0.736619782,The Drifters,Up on the Roof,-0.527070846,15.59395764,0.712679638,0.607906164,0.74634443,14.97534938,0.618608258,0,,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
20,0.693689933,The Drifters,Under the Boardwalk,-0.179683243,17.09465198,0.712679638,0.607906164,0.74634443,15.72039139,1.374260582,0,"pop, soul",r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
27,0.36893819,Dinah Washington and Brook Benton,Baby (You've Got What It Takes),-1.569233654,15.53138633,-0.266577722,0.595034335,-1.094841236,12.66568279,2.865703535,0,r&b,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
75,-0.736619782,Dinah Washington and Brook Benton,A Rockin' Good Way,-1.569233654,13.68920897,-0.266577722,0.595034335,-1.094841236,12.16380752,1.525401449,0,,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
28,0.329583724,Johnny Horton,Sink The Bismark,-1.569233654,14.49432045,-0.226276452,0.153422128,0.115080773,13.8826821,0.611638352,0,country,country,0,1,0,0,0,0,0,0,0,0,0,0,0
29,0.291610404,Sam Cooke,Chain Gang,-1.569233654,16.89214973,0.372909256,1.155667928,1.219792173,15.80092521,1.091224524,0,"rhythm and blues, soul",r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
80,-0.806458757,Sam Cooke,Wonderful World,-1.569233654,18.35569732,0.372909256,1.155667928,1.219792173,15.30244953,3.053247791,0,"rhythm and blues, soul",r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
23,0.542449547,Sam Cooke,Twistin' The Night Away,-0.874458448,16.35594636,0.372909256,1.155667928,1.219792173,16.1062824,0.249663964,0,rhythm and blues,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
52,-0.34029627,Sam Cooke,Having A Party,-0.874458448,15.03254035,0.372909256,1.155667928,1.219792173,15.70555416,-0.673013811,0,"rhythm and blues, soul",r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
67,-0.614560559,Sam Cooke,Little Red Rooster,-0.527070846,14.03554608,0.372909256,1.155667928,1.219792173,15.67679365,-1.641247564,0,,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
88,-0.909596623,Sam Cooke,Another Saturday Night,-0.527070846,15.50322846,0.372909256,1.155667928,1.219792173,14.92018321,0.583045248,0,"r&b, soul",folkORfunk,0,0,0,1,0,0,0,0,0,0,0,0,0
66,-0.598287642,Sam Cooke,Shake,0.16770436,13.31798937,0.372909256,1.155667928,1.219792173,15.87566796,-2.557678591,0,,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
32,0.185085592,Bobby Darin,Beyond The Sea,-1.569233654,17.04744037,0.427212549,0.558084282,0.74634443,15.14148066,1.905959703,0,,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
99,-1.037053007,Bobby Darin,You Must Have Been A Beautiful Baby,-1.221846051,12.67139031,0.427212549,0.558084282,0.74634443,13.55609488,-0.884704569,0,,rockabilly,0,0,0,0,0,0,0,0,0,0,1,0,0
62,-0.53063258,Bobby Darin,Things,-0.874458448,13.59318917,0.427212549,0.558084282,0.74634443,13.73804356,-0.144854387,0,pop rock,popRock,0,0,0,0,0,0,0,1,0,0,0,0,0
23,0.542449547,Bobby Darin,You're The Reason I'm Living,-0.527070846,10.32541639,0.427212549,0.558084282,0.74634443,14.55909825,-4.233681858,0,pop,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
73,-0.707371284,Bobby Darin,If I Were A Carpenter,0.515091963,13.57698684,0.427212549,0.558084282,0.74634443,15.19285793,-1.615871098,1,folk rock,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
33,0.151786703,Jimmy Clanton,Go Jimmy Go,-1.569233654,10.5312692,-1.184552879,-1.050467906,-1.147446541,12.69651518,-2.165245978,0,,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
75,-0.736619782,Jimmy Clanton,Venus In Blue Jeans,-0.874458448,11.8727654,-1.184552879,-1.050467906,-1.147446541,11.42594319,0.446822207,0,,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
34,0.119481959,Jackie Wilson,Night,-1.569233654,11.31031956,0.801378506,0.543662301,0.693739125,14.03679916,-2.726479593,0,pop,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
95,-0.992422824,Jackie Wilson,Doggin' Around,-1.569233654,13.01631818,0.801378506,0.543662301,0.693739125,14.48968033,-1.473362151,0,,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
71,-0.677310225,Jackie Wilson,Baby Workout,-0.527070846,13.24115035,0.801378506,0.543662301,0.693739125,14.89390744,-1.652757083,0,rock and roll,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
53,-0.360908866,Jackie Wilson,(Your Love Keeps Lifting Me) Higher And Higher,0.862479565,17.67144604,0.801378506,0.543662301,0.693739125,15.39072806,2.280717975,0,chicago soul,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
36,0.057629209,Toni Fisher,The Big Hurt,-1.569233654,10.08464176,-1.67116799,-1.999392619,-2.041736722,10.46183175,-0.377189988,0,,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
37,0.027979997,Duane Eddy,Because They're Young,-1.569233654,12.58873984,-0.171758548,-0.132818964,-0.200551055,12.82687204,-0.238132196,0,,instrumental,0,0,0,0,1,0,0,0,0,0,0,0,0
38,-0.000878475,Conway Twitty,Lonely Blue Boy,-1.569233654,13.53669044,0.438018427,0.7224408,0.588528516,14.90408332,-1.367392888,0,rock,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
39,-0.02898729,Steve Lawrence,Pretty Blue Eyes,-1.569233654,12.21546837,-0.387826324,-0.577536364,-0.831814712,12.05635389,0.159114478,0,pop music,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
69,-0.646390163,Steve Lawrence,Footsteps,-1.569233654,11.93416549,-0.387826324,-0.577536364,-0.831814712,10.67295571,1.261209784,0,traditional pop music,traditionalPop,0,0,0,0,0,0,0,0,0,0,0,0,1
30,0.254924568,Steve Lawrence,Portrait Of My Love,-1.221846051,11.0345993,-0.387826324,-0.577536364,-0.831814712,11.20155814,-0.166958838,0,traditional pop music,traditionalPop,0,0,0,0,0,0,0,0,0,0,0,0,1
91,-0.945872485,Steve Lawrence,Go Away Little Girl,-0.527070846,12.24729136,-0.387826324,-0.577536364,-0.831814712,11.85704859,0.390242771,0,pop,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
40,-0.056384412,Freddie Cannon,Way Down Yonder In New Orleans,-1.569233654,12.15860885,-0.398847717,-0.659092721,-0.779209408,12.08043692,0.078171929,0,,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
94,-0.980971622,Anita Bryant,In My Little Corner Of The World,-1.569233654,9.667068774,0.31985103,-1.498877745,-1.568288979,10.57377816,-0.906709383,0,pop,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
42,-0.109181641,Larry Verne,Mr. Custer,-1.569233654,11.94626511,-2.36871301,-1.884304172,-1.936526112,10.47895711,1.467308003,0,novelty,instrumental,0,0,0,0,1,0,0,0,0,0,0,0,0
44,-0.159522278,Fendermen,Mule Skinner Blues,-1.569233654,12.45792026,-2.040703334,-1.49806721,-1.568288979,11.72260657,0.735313698,0,,jazz,0,0,0,0,0,1,0,0,0,0,0,0,0
46,-0.207624799,Marv Johnson,You've Got What It Takes,-1.569233654,10.88730608,-0.523414677,-0.6543692,-1.25265715,12.49747812,-1.61017204,0,,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
65,-0.581766275,Marv Johnson,I Love The Way You Love,-1.569233654,10.22205037,-0.523414677,-0.6543692,-1.25265715,12.31302186,-2.090971491,0,,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
47,-0.230897277,Hank Locklin,"Please Help Me, I'm Falling",-1.569233654,13.93580688,-1.125711219,-0.389731617,-0.305761665,12.83758144,1.098225441,0,country,country,0,1,0,0,0,0,0,0,0,0,0,0,0
48,-0.253679772,Ron Holden,Love You So,-1.569233654,10.2073628,-1.535224138,-2.187986218,-1.883920807,10.4339246,-0.226561796,0,,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
49,-0.275992491,Hank Ballard and The Midnighters,Finger Poppin' Time,-1.569233654,12.77911222,-0.823936914,-1.296616761,-1.410473065,12.14300564,0.63610658,0,,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
50,-0.297854417,Platters,Harbor Lights,-1.569233654,13.57706807,0.162639767,0.634316411,0.798949735,14.96848421,-1.39141614,0,,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
51,-0.319283405,Billy Bland,Let The Little Girl Dance,-1.569233654,16.2555634,-1.905766324,-1.811979517,-1.936526112,11.43526984,4.820293562,0,,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
52,-0.34029627,Jeanne Black,He'll Have To Stay,-1.569233654,10.72145958,-2.024278701,-2.547763225,-2.25215794,10.1775361,0.543923488,0,country,country,0,1,0,0,0,0,0,0,0,0,0,0,0
53,-0.360908866,Ferrante and Teicher,Theme From The Apartment,-1.569233654,11.78405124,-0.44270554,-0.715283869,-0.25315636,12.44190755,-0.65785632,0,,instrumental,0,0,0,0,1,0,0,0,0,0,0,0,0
